female	married	nevermar	wkswork	wsal	age	hsdeg	somecol	colldeg	msdoc	hrswkd	nonwht	hispanic	stateid
0	1	0	52	24960	30	0	0	1	0	40	0	1	41
0	1	0	52	24960	34	0	0	0	0	40	0	1	41
0	1	0	52	120000	58	0	1	0	0	60	0	0	41
1	1	0	52	54112	53	0	1	0	0	38	0	0	41
0	1	0	52	72384	55	0	1	0	0	40	1	0	41
0	0	1	52	200000	32	0	0	1	0	50	1	0	41
0	0	1	52	7000	52	0	0	0	0	40	0	1	41
0	0	1	52	13900	38	0	0	0	0	39	0	1	41
0	0	1	52	18200	29	0	0	0	0	40	0	1	41
0	1	0	52	72000	33	0	1	0	0	40	0	1	41
1	1	0	52	84000	32	0	1	0	0	40	0	0	41
1	0	0	50	75000	32	0	0	1	0	40	0	0	41
0	0	0	52	90000	48	0	1	0	0	40	0	0	41
0	1	0	52	50000	53	0	1	0	0	50	0	0	41
1	1	0	52	21000	50	0	1	0	0	40	0	0	41
0	0	0	52	20000	43	1	0	0	0	36	0	1	41
0	0	0	52	20000	40	1	0	0	0	36	0	1	41
0	0	1	52	20000	32	0	0	0	0	35	0	1	41
0	0	0	52	18000	63	1	0	0	0	40	0	0	41
0	1	0	52	20400	30	0	0	0	0	40	0	1	41
0	1	0	52	145000	55	0	0	0	1	35	1	1	41
0	1	0	52	46800	31	1	0	0	0	60	1	0	41
1	0	1	52	26000	31	0	0	0	0	40	0	1	41
1	0	1	52	35000	35	0	1	0	0	35	0	0	41
0	0	1	52	40000	35	0	0	1	0	44	0	1	41
1	0	1	52	87000	35	0	0	1	0	40	0	0	41
0	0	1	52	29000	35	0	1	0	0	40	0	1	41
1	0	1	52	42000	34	0	0	0	1	40	0	0	41
0	0	0	52	65000	34	0	1	0	0	40	0	1	41
1	0	1	52	58500	35	0	0	0	1	40	0	1	41
0	0	1	52	50000	31	1	0	0	0	40	0	1	41
1	1	0	52	30000	29	1	0	0	0	40	0	1	41
0	1	0	52	25000	33	1	0	0	0	40	0	1	41
0	0	1	52	1099999	38	1	0	0	0	40	0	1	41
0	1	0	52	60000	55	0	0	1	0	40	0	1	41
0	0	1	52	86000	24	0	0	1	0	40	0	1	41
0	1	0	49	28200	57	0	0	0	0	40	0	1	41
0	0	1	52	45000	38	1	0	0	0	45	1	1	41
1	0	1	52	68000	39	0	0	1	0	48	0	0	41
1	0	0	52	50000	40	0	1	0	0	40	0	1	41
0	1	0	52	250000	40	0	0	0	1	45	0	0	41
0	1	0	52	140000	40	0	0	0	1	45	0	0	41
1	1	0	52	100000	54	0	0	1	0	35	0	0	41
0	1	0	52	50000	55	0	1	0	0	35	0	0	41
1	0	1	52	42700	34	0	1	0	0	50	1	0	41
0	0	1	52	48000	30	0	1	0	0	50	1	0	41
1	1	0	52	900000	59	0	0	0	1	40	0	0	41
0	1	0	52	24000	58	0	1	0	0	40	1	0	41
1	1	0	52	75000	59	0	0	1	0	45	1	0	41
0	1	0	52	82000	40	0	0	1	0	35	0	0	41
1	1	0	52	82052	34	0	0	1	0	40	0	0	41
1	0	0	52	80000	57	0	0	1	0	40	1	0	41
