female	married	nevermar	wkswork	wsal	age	hsdeg	somecol	colldeg	msdoc	hrswkd	nonwht	hispanic	stateid
0	1	0	52	71000	41	0	1	0	0	40	0	0	49
1	1	0	52	32000	41	1	0	0	0	40	0	0	49
1	1	0	52	50000	55	0	1	0	0	40	0	0	49
0	1	0	52	70000	55	1	0	0	0	40	0	0	49
0	1	0	52	26167	30	0	1	0	0	40	0	1	49
0	0	0	52	27000	34	0	1	0	0	40	0	0	49
1	0	1	52	56000	25	1	0	0	0	40	0	0	49
1	0	0	52	40000	26	1	0	0	0	35	0	0	49
0	1	0	52	87500	37	0	1	0	0	56	0	0	49
0	1	0	52	50000	31	0	1	0	0	50	0	0	49
0	1	0	50	107000	37	0	0	1	0	45	0	0	49
0	1	0	52	98000	40	0	0	1	0	40	0	0	49
1	0	0	52	60000	44	0	1	0	0	40	0	0	49
0	0	0	52	51000	54	0	1	0	0	40	0	1	49
0	1	0	52	600000	36	1	0	0	0	35	0	1	49
0	1	0	52	55000	28	0	0	1	0	40	0	0	49
0	0	0	52	107000	59	1	0	0	0	55	0	0	49
0	1	0	52	117000	39	0	0	1	0	40	0	0	49
0	0	0	48	21000	45	1	0	0	0	40	0	0	49
1	1	0	52	33000	37	0	0	1	0	35	0	0	49
0	1	0	52	35000	41	0	0	1	0	35	0	0	49
0	1	0	52	115000	47	0	0	1	0	40	0	0	49
1	1	0	52	45000	45	0	1	0	0	40	0	0	49
1	1	0	52	35000	24	0	1	0	0	40	0	0	49
0	1	0	52	60000	38	0	1	0	0	40	0	0	49
1	1	0	52	90000	41	0	0	0	1	40	0	0	49
0	1	0	52	33000	39	0	1	0	0	60	0	0	49
1	0	1	52	45000	28	0	1	0	0	45	1	0	49
0	1	0	52	140000	41	0	0	1	0	50	0	0	49
0	1	0	52	48000	36	1	0	0	0	40	0	0	49
0	1	0	52	90000	39	0	0	1	0	40	0	0	49
0	1	0	52	196000	41	0	0	0	1	40	0	0	49
1	1	0	52	282000	38	0	0	0	1	55	1	0	49
1	0	1	52	70000	64	0	0	1	0	40	0	0	49
0	1	0	52	70000	50	0	1	0	0	40	0	0	49
1	1	0	52	40000	47	0	1	0	0	40	0	0	49
0	0	0	52	44000	59	0	0	1	0	40	0	0	49
0	0	1	52	55000	40	0	1	0	0	40	0	0	49
0	1	0	52	30000	30	0	1	0	0	40	0	0	49
0	1	0	52	41000	38	0	1	0	0	50	0	0	49
0	1	0	52	52000	47	0	1	0	0	45	0	0	49
0	1	0	52	50000	36	0	1	0	0	45	0	0	49
1	1	0	52	42000	35	0	0	1	0	40	0	0	49
0	1	0	52	230000	41	0	0	0	1	50	0	0	49
0	1	0	52	100000	40	0	0	0	1	45	0	0	49
0	1	0	52	64000	33	0	0	1	0	40	0	0	49
0	1	0	52	65000	35	1	0	0	0	80	0	0	49
0	1	0	52	19200	39	0	0	0	0	40	0	1	49
0	0	1	52	60000	24	1	0	0	0	40	0	0	49
1	1	0	52	27209	31	0	0	0	1	40	0	0	49
0	1	0	52	70000	32	0	0	0	1	45	0	0	49
0	1	0	52	300000	26	0	0	1	0	50	0	0	49
0	1	0	52	225000	35	0	0	1	0	50	0	0	49
0	1	0	52	58000	37	0	1	0	0	45	0	0	49
0	1	0	52	125000	60	0	0	1	0	40	0	0	49
1	1	0	52	43000	46	0	1	0	0	40	0	0	49
0	1	0	52	140000	57	0	0	1	0	40	0	0	49
1	1	0	52	120000	50	0	0	1	0	40	0	0	49
0	1	0	52	100000	51	0	1	0	0	40	0	0	49
1	0	1	52	31000	26	0	1	0	0	40	0	0	49
0	1	0	52	70000	38	0	1	0	0	40	0	0	49
0	1	0	48	120000	36	0	0	1	0	40	0	0	49
1	1	0	52	40000	29	0	1	0	0	43	0	0	49
1	1	0	52	60300	39	0	1	0	0	45	0	0	49
0	1	0	52	48000	45	1	0	0	0	80	0	0	49
0	0	0	52	37000	42	1	0	0	0	40	0	0	49
0	1	0	52	69000	33	0	1	0	0	50	0	0	49
0	1	0	52	20000	37	0	0	0	0	40	0	1	49
1	1	0	52	50000	37	0	0	0	0	40	0	1	49
0	1	0	52	23276	32	0	1	0	0	37	0	0	49
0	0	1	52	21754	34	0	1	0	0	40	0	0	49
0	1	0	52	250000	40	0	1	0	0	40	0	0	49
0	0	1	52	34000	26	0	0	1	0	40	0	0	49
1	0	0	52	28000	38	0	1	0	0	38	0	0	49
0	1	0	52	30000	30	0	0	0	1	60	0	0	49
0	1	0	52	36000	28	0	1	0	0	55	0	0	49
1	1	0	52	28000	26	0	0	1	0	40	1	1	49
0	1	0	52	48000	54	0	0	0	1	40	0	0	49
0	1	0	52	7873	33	0	1	0	0	45	0	1	49
0	1	0	52	160000	44	0	0	1	0	60	0	0	49
0	1	0	52	55000	31	0	1	0	0	40	0	0	49
0	1	0	52	70000	39	0	1	0	0	40	0	0	49
0	0	1	52	36000	26	0	1	0	0	40	0	1	49
0	1	0	52	130000	46	0	1	0	0	40	0	0	49
